Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,Lag_1,Lag_2,Lag_4,Rolling_Mean_4,Rolling_Std_4
7,2010-05-21,395195.65,0,46.6,2.776,189.467827,8.963,2010,5,20,747888.25,343763.17,1350673.98,480536.89500000025,182129.31074443198
20,2010-05-21,1893736.9,0,60.38,2.958,203.8770235,7.856,2010,5,20,395195.65,747888.25,435300.51,845145.9925000002,721766.814879016
30,2010-05-21,455751.84,0,74.24,2.826,210.2768443,8.2,2010,5,20,1893736.9,395195.65,343763.17,873143.1600000003,697602.9699222029
14,2010-05-21,2108187.1,0,62.62,2.958,181.8538486,8.899,2010,5,20,455751.84,1893736.9,747888.25,1213217.8725000003,914146.4528649333
8,2010-05-21,818333.21,0,66.03,2.826,213.9577839,6.29,2010,5,20,2108187.1,455751.84,395195.65,1319002.2625000002,806019.7275004772
34,2010-05-28,942868.38,0,68.68,2.756,126.1602258,9.593,2010,5,21,818333.21,2108187.1,1893736.9,1081285.1325000003,715104.2958432359
30,2010-05-28,462474.16,0,80.94,2.759,210.5552301,8.2,2010,5,21,942868.38,818333.21,455751.84,1082965.7125000004,713149.4196086144
33,2010-05-28,279246.33,0,78.47,3.058,126.1602258,9.849,2010,5,21,462474.16,942868.38,2108187.1,625730.5200000004,307883.1766763813
24,2010-05-28,1473868.15,0,69.59,3.046,132.2939355,8.211,2010,5,21,279246.33,462474.16,818333.21,789614.2550000004,535159.2536425018
36,2010-05-28,447050.42,0,80.87,2.716,209.6660514,8.464,2010,5,21,1473868.15,279246.33,942868.38,665659.7650000004,545157.6445192558
22,2010-05-28,1103740.4,0,65.64,2.906,136.1489101,8.348,2010,5,21,447050.42,1473868.15,462474.16,825976.3250000003,559587.7134626893
26,2010-05-28,1069851.59,0,61.65,2.906,132.2939355,8.512,2010,5,21,1103740.4,447050.42,279246.33,1023627.6400000004,425719.98439365637
43,2010-05-28,630315.76,0,78.59,2.759,202.8716382,9.593,2010,5,21,1069851.59,1103740.4,1473868.15,812739.5425000003,325471.4912102145
19,2010-05-28,1648882.62,0,68.85,3.046,132.2939355,8.185,2010,5,21,630315.76,1069851.59,447050.42,1113197.5925000003,417173.67577103194
41,2010-05-28,1246654.24,0,56.97,2.737,189.4452425,7.363,2010,5,21,1648882.62,630315.76,1103740.4,1148926.0525000005,422183.5201761642
25,2010-05-28,792442.54,0,69.31,2.899,204.1406556,7.856,2010,5,21,1246654.24,1648882.62,1069851.59,1079573.7900000005,460545.1671422364
17,2010-05-28,872817.62,0,48.19,2.908,126.1602258,6.635,2010,5,21,792442.54,1246654.24,630315.76,1140199.2550000004,392648.7409131025
13,2010-05-28,1877358.86,0,53.11,2.908,126.1602258,8.107,2010,5,21,872817.62,792442.54,1648882.62,1197318.3150000004,494676.4163157004
8,2010-05-28,868041.56,0,74.71,2.759,214.2500323,6.29,2010,5,21,1877358.86,872817.62,1246654.24,1102665.1450000005,517772.964435302
42,2010-05-28,484097.03,0,76.67,3.058,126.1602258,9.524,2010,5,21,868041.56,1877358.86,792442.54,1025578.7675000003,596346.0231436497
37,2010-05-28,532241.22,0,80.87,2.759,209.6660514,8.464,2010,5,21,484097.03,868041.56,872817.62,940434.6675000004,647542.4399183674
3,2010-05-28,350089.23,0,78.6,2.759,214.2037634,7.343,2010,5,21,532241.22,484097.03,1877358.86,558617.2600000004,220209.2163462619
11,2010-05-28,1264272.52,0,79.69,2.759,214.2037634,7.343,2010,5,21,350089.23,532241.22,868041.56,657675.0000000003,411676.4514401453
45,2010-05-28,801098.43,0,69.27,2.899,182.0464181,8.899,2010,5,21,1264272.52,350089.23,484097.03,736925.3500000004,397387.71945217624
5,2010-05-28,310013.11,0,79.81,2.759,211.4507688,6.465,2010,5,21,801098.43,1264272.52,532241.22,681368.3225000004,447870.1943955125
16,2010-05-28,479430.0,0,52.08,2.737,189.4452425,6.842,2010,5,21,310013.11,801098.43,350089.23,713703.5150000004,419767.4448842933
7,2010-05-28,442734.55,0,54.24,2.737,189.4452425,8.963,2010,5,21,479430.0,310013.11,1264272.52,508319.02250000037,208311.397545931
32,2010-05-28,1205662.85,0,64.69,2.737,189.4452425,8.963,2010,5,21,442734.55,479430.0,801098.43,609460.1275000004,404075.67560892634
28,2010-05-28,1176588.25,0,67.84,3.058,126.1602258,14.099,2010,5,21,1205662.85,442734.55,310013.11,826103.9125000003,421923.8191825054
15,2010-05-28,744772.88,0,70.61,3.046,132.2939355,8.185,2010,5,21,1176588.25,1205662.85,479430.0,892439.6325000003,366464.80132405576
10,2010-05-28,1904618.17,0,76.67,3.058,126.1602258,9.524,2010,5,21,744772.88,1176588.25,442734.55,1257910.5375000003,479890.3182921656
1,2010-05-28,1432069.95,0,80.44,2.759,210.8967606,7.808,2010,5,21,1904618.17,744772.88,1205662.85,1314512.3125000002,484998.5529711447
12,2010-05-28,955451.16,0,67.84,3.058,126.1602258,14.099,2010,5,21,1432069.95,1904618.17,1176588.25,1259228.0400000003,517476.9721855651
2,2010-05-28,1957113.89,0,81.13,2.759,210.5552301,8.2,2010,5,21,955451.16,1432069.95,744772.88,1562313.2925000004,468431.82252940536
27,2010-05-28,1962468.67,0,67.88,3.046,136.1489101,8.058,2010,5,21,1957113.89,955451.16,1904618.17,1576775.9175000004,483183.93460081564
18,2010-05-28,1256282.79,0,69.12,2.906,132.2939355,9.269,2010,5,21,1962468.67,1957113.89,1432069.95,1532829.1275000004,508084.93066559243
29,2010-05-28,577627.66,0,65.64,2.906,132.2939355,10.16,2010,5,21,1256282.79,1962468.67,955451.16,1438373.2525000002,662773.9099622736
40,2010-05-28,1008483.07,0,67.88,2.906,132.2939355,5.435,2010,5,21,577627.66,1256282.79,1957113.89,1201215.5475000003,579812.1474617302
38,2010-05-28,326469.43,0,67.84,3.058,126.1602258,14.099,2010,5,21,1008483.07,577627.66,1962468.67,792215.7375000004,418368.8381789965
14,2010-05-28,2227152.16,0,69.27,2.899,182.0464181,8.899,2010,5,21,326469.43,1008483.07,1256282.79,1034933.0800000004,843234.8285576091
31,2010-05-28,1309437.17,0,80.94,2.759,210.5552301,8.2,2010,5,21,2227152.16,326469.43,577627.66,1217885.4575000005,788558.3653755931
20,2010-05-28,2065984.95,0,70.97,2.899,204.1406556,7.856,2010,5,21,1309437.17,2227152.16,1008483.07,1482260.9275000005,868200.9597531082
9,2010-05-28,558143.53,0,77.12,2.759,214.4328505,6.384,2010,5,21,2065984.95,1309437.17,326469.43,1540179.4525000006,767254.7330287016
23,2010-05-28,1571158.56,0,69.26,2.906,132.2939355,5.435,2010,5,21,558143.53,2065984.95,2227152.16,1376181.0525000002,629149.1024937859
4,2010-05-28,1857533.7,0,67.73,2.756,126.1602258,7.896,2010,5,21,1571158.56,558143.53,1309437.17,1513205.1850000003,668238.7181640962
21,2010-05-28,755214.26,0,80.94,2.759,210.5552301,8.2,2010,5,21,1857533.7,1571158.56,2065984.95,1185512.5125000002,626919.3931995077
6,2010-05-28,1644470.66,0,78.89,2.759,212.412888,7.092,2010,5,21,755214.26,1857533.7,558143.53,1457094.2950000004,483427.9881978123
39,2010-05-28,1365541.59,0,80.22,2.759,209.6660514,8.464,2010,5,21,1644470.66,755214.26,1571158.56,1405690.0525000002,478159.4977877097
44,2010-05-28,291891.01,0,53.11,2.908,126.1602258,7.972,2010,5,21,1365541.59,1644470.66,1857533.7,1014279.3800000004,608135.3695447503
35,2010-05-28,1223777.48,0,67.88,2.899,136.1489101,9.051,2010,5,21,291891.01,1365541.59,755214.26,1131420.1850000003,586336.8564777967
3,2010-06-04,396968.8,0,78.53,2.705,214.4958382,7.343,2010,6,22,1223777.48,291891.01,1644470.66,819544.7200000003,553324.9654430395
22,2010-06-04,1095539.13,0,69.49,2.857,136.2181682,8.348,2010,6,22,396968.8,1223777.48,1365541.59,752044.1050000003,475513.9508460158
43,2010-06-04,682012.53,0,82.76,2.705,203.1222028,9.593,2010,6,22,1095539.13,396968.8,291891.01,849574.4850000003,380112.00231628434
4,2010-06-04,1903290.58,0,70.83,2.701,126.1360645,7.896,2010,6,22,682012.53,1095539.13,1223777.48,1019452.7600000005,655314.3309491155
42,2010-06-04,556046.12,0,82.82,2.941,126.1360645,9.524,2010,6,22,1903290.58,682012.53,396968.8,1059222.0900000003,608068.9796796832
5,2010-06-04,337825.89,0,79.54,2.705,211.7325146,6.465,2010,6,22,556046.12,1903290.58,1095539.13,869793.7800000004,703516.1366565158
19,2010-06-04,1519013.49,0,68.88,3.006,132.3648387,8.185,2010,6,22,337825.89,556046.12,682012.53,1079044.0200000005,751861.3892309801
21,2010-06-04,806012.48,0,82.68,2.705,210.833616,8.2,2010,6,22,1519013.49,337825.89,1903290.58,804724.4950000003,513174.9762758167
23,2010-06-04,1514435.51,0,64.94,2.857,132.3648387,5.435,2010,6,22,806012.48,1519013.49,556046.12,1044321.8425000004,578004.297484197
18,2010-06-04,1271311.76,0,70.28,2.857,132.3648387,9.269,2010,6,22,1514435.51,806012.48,337825.89,1277693.3100000003,335065.0822879832
26,2010-06-04,1003202.66,0,58.46,2.857,132.3648387,8.512,2010,6,22,1271311.76,1514435.51,1519013.49,1148740.6025000003,309515.91918231914
25,2010-06-04,764155.44,0,69.22,2.847,204.4042877,7.856,2010,6,22,1003202.66,1271311.76,806012.48,1138276.3425000005,325271.9328988254
45,2010-06-04,837548.62,0,75.93,2.847,182.2389876,8.899,2010,6,22,764155.44,1003202.66,1514435.51,969054.6200000003,224946.6376110055
41,2010-06-04,1305068.1,0,60.13,2.7,189.422658,7.363,2010,6,22,837548.62,764155.44,1271311.76,977493.7050000004,240183.10845108225
6,2010-06-04,1857380.09,0,79.44,2.705,212.6982436,7.092,2010,6,22,1305068.1,837548.62,1003202.66,1191038.0625000005,504710.51320418535
27,2010-06-04,2073102.59,0,74.29,3.006,136.2181682,8.058,2010,6,22,1857380.09,1305068.1,764155.44,1518274.8500000006,557276.5630948828
2,2010-06-04,2102539.93,0,81.81,2.705,210.833616,8.2,2010,6,22,2073102.59,1857380.09,837548.62,1834522.6775000005,369503.3753693581
20,2010-06-04,2203619.35,0,72.52,2.847,204.4042877,7.856,2010,6,22,2102539.93,2073102.59,1305068.1,2059160.4900000002,145670.69028436753
24,2010-06-04,1566668.91,0,71.99,3.006,132.3648387,8.211,2010,6,22,2203619.35,2102539.93,1857380.09,1986482.6950000003,285402.77330249234
1,2010-06-04,1615524.71,0,80.69,2.705,211.1764278,7.808,2010,6,22,1566668.91,2203619.35,2073102.59,1872088.2250000003,327682.097153826
28,2010-06-04,1543678.02,0,81.39,2.941,126.1360645,14.099,2010,6,22,1615524.71,1566668.91,2102539.93,1732372.7475000003,315589.54681881366
29,2010-06-04,588017.66,0,69.49,2.857,132.3648387,10.16,2010,6,22,1543678.02,1615524.71,2203619.35,1328472.3250000004,494544.66832988296
44,2010-06-04,282351.82,0,59.85,2.871,126.1360645,7.972,2010,6,22,588017.66,1543678.02,1566668.91,1007393.0525000003,673049.3265429661
10,2010-06-04,1931406.28,0,82.82,2.941,126.1360645,9.524,2010,6,22,282351.82,588017.66,1615524.71,1086363.4450000003,778463.7067229858
33,2010-06-04,285100.0,0,86.06,2.941,126.1360645,9.849,2010,6,22,1931406.28,282351.82,1543678.02,771718.9400000003,786320.3456042864
36,2010-06-04,471088.88,0,79.93,2.664,209.9398091,8.464,2010,6,22,285100.0,1931406.28,588017.66,742486.7450000003,797519.7480392208
12,2010-06-04,1049357.36,0,81.39,2.941,126.1360645,14.099,2010,6,22,471088.88,285100.0,282351.82,934238.1300000004,740154.1046938974
13,2010-06-04,2022705.22,0,59.85,2.871,126.1360645,8.107,2010,6,22,1049357.36,471088.88,1931406.28,957062.8650000005,781412.5475942139
30,2010-06-04,458343.7,0,82.68,2.705,210.833616,8.2,2010,6,22,2022705.22,1049357.36,285100.0,1000373.7900000004,735187.0685557758
14,2010-06-04,2363601.47,0,75.93,2.847,182.2389876,8.899,2010,6,22,458343.7,2022705.22,471088.88,1473501.9375000005,876421.9480463825
39,2010-06-04,1512207.95,0,79.83,2.705,209.9398091,8.464,2010,6,22,2363601.47,458343.7,1049357.36,1589214.5850000004,831141.4156983971
11,2010-06-04,1396322.19,0,79.66,2.705,214.4958382,7.343,2010,6,22,1512207.95,2363601.47,2022705.22,1432618.8275000004,779656.4583232682
40,2010-06-04,1052429.03,0,65.7,2.857,132.3648387,5.435,2010,6,22,1396322.19,1512207.95,458343.7,1581140.1600000004,556983.0913780633
31,2010-06-04,1427624.5,0,82.68,2.705,210.833616,8.2,2010,6,22,1052429.03,1396322.19,2363601.47,1347145.9175000004,202483.4366632803
34,2010-06-04,966187.51,0,72.17,2.701,126.1360645,9.593,2010,6,22,1427624.5,1052429.03,1512207.95,1210640.8075000003,235476.73615906373
37,2010-06-04,479195.02,0,79.93,2.705,209.9398091,8.464,2010,6,22,966187.51,1427624.5,1396322.19,981359.0150000004,390129.33008286275
16,2010-06-04,516295.81,0,53.76,2.7,189.422658,6.842,2010,6,22,479195.02,966187.51,1052429.03,847325.7100000003,445711.346347458
8,2010-06-04,958225.41,0,75.71,2.705,214.5422806,6.29,2010,6,22,516295.81,479195.02,1427624.5,729975.9375000003,268603.79381163575
15,2010-06-04,693192.5,0,69.99,3.006,132.3648387,8.185,2010,6,22,958225.41,516295.81,966187.51,661727.1850000003,218608.8893970086
9,2010-06-04,586061.46,0,79.65,2.705,214.7257848,6.384,2010,6,22,693192.5,958225.41,479195.02,688443.7950000004,194011.8048391217
35,2010-06-04,1282378.71,0,74.29,2.847,136.2181682,9.051,2010,6,22,586061.46,693192.5,516295.81,879964.5200000003,310550.448585085
7,2010-06-04,509183.22,0,53.63,2.7,189.422658,8.963,2010,6,22,1282378.71,586061.46,958225.41,767703.9725000003,351316.1096862732
17,2010-06-04,876902.87,0,53.79,2.871,126.1360645,6.635,2010,6,22,509183.22,1282378.71,693192.5,813631.5650000004,350335.1212030205
32,2010-06-04,1149234.96,0,66.69,2.7,189.422658,8.963,2010,6,22,876902.87,509183.22,586061.46,954424.9400000004,341445.20288291073
38,2010-06-04,376184.88,0,81.39,2.941,126.1360645,14.099,2010,6,22,1149234.96,876902.87,1282378.71,727876.4825000004,351788.55252567655
36,2010-06-11,467711.18,0,82.3,2.615,210.2135668,8.464,2010,6,23,376184.88,1149234.96,509183.22,717508.4725000004,360876.1634785144
38,2010-06-11,354828.65,0,90.84,2.949,126.1119032,14.099,2010,6,23,467711.18,376184.88,876902.87,586989.9175000003,378014.33967421885
10,2010-06-11,1827521.71,0,89.67,3.057,126.1119032,9.524,2010,6,23,354828.65,467711.18,1149234.96,756561.6050000003,715650.2717992569
14,2010-06-11,2249570.04,0,69.71,2.809,182.4315571,8.899,2010,6,23,1827521.71,354828.65,376184.88,1224907.8950000005,956288.0805857987
24,2010-06-11,1375458.21,0,64.84,2.972,132.4357419,8.211,2010,6,23,2249570.04,1827521.71,467711.18,1451844.6525000003,813793.184974488
16,2010-06-11,535587.31,0,62.63,2.684,189.4000734,6.842,2010,6,23,1375458.21,2249570.04,354828.65,1497034.3175000004,733642.2898537578
3,2010-06-11,355017.09,0,82.1,2.668,214.787913,7.343,2010,6,23,535587.31,1375458.21,1827521.71,1128908.1625000003,869407.2685285077
23,2010-06-11,1439432.06,0,58.35,2.83,132.4357419,5.435,2010,6,23,355017.09,535587.31,2249570.04,926373.6675000004,560971.8223130729
12,2010-06-11,1016039.71,0,90.84,2.949,126.1119032,14.099,2010,6,23,1439432.06,355017.09,1375458.21,836519.0425000004,489263.3287632082
35,2010-06-11,1160412.71,0,68.9,2.809,136.2874263,9.051,2010,6,23,1016039.71,1439432.06,535587.31,992725.3925000003,460029.46272212564
28,2010-06-11,1348995.17,0,90.84,2.949,126.1119032,14.099,2010,6,23,1160412.71,1016039.71,355017.09,1241219.9125000003,189859.1487740024
19,2010-06-11,1410683.94,0,61.64,2.972,132.4357419,8.185,2010,6,23,1348995.17,1160412.71,1439432.06,1234032.8825000003,180150.74865108734
37,2010-06-11,481915.11,0,82.3,2.668,210.2135668,8.464,2010,6,23,1410683.94,1348995.17,1016039.71,1100501.7325000002,425911.0725222267
30,2010-06-11,445530.16,0,83.51,2.668,211.1120018,8.2,2010,6,23,481915.11,1410683.94,1160412.71,921781.0950000002,529727.8847281229
4,2010-06-11,1870619.23,0,78.45,2.668,126.1119032,7.896,2010,6,23,445530.16,481915.11,1348995.17,1052187.1100000003,705122.6657197182
1,2010-06-11,1542561.09,0,80.43,2.668,211.4560951,7.808,2010,6,23,1870619.23,445530.16,1410683.94,1085156.3975000004,730112.4773172521
43,2010-06-11,684023.95,0,88.12,2.668,203.3727673,9.593,2010,6,23,1542561.09,1870619.23,481915.11,1135683.6075000004,679702.8474007717
17,2010-06-11,845252.21,0,57.14,2.841,126.1119032,6.635,2010,6,23,684023.95,1542561.09,445530.16,1235614.1200000003,563939.1422655954
20,2010-06-11,2100489.79,0,67.32,2.809,204.6679198,7.856,2010,6,23,845252.21,684023.95,1870619.23,1293081.7600000002,654637.402124495
29,2010-06-11,540716.58,0,65.01,2.83,132.4357419,10.16,2010,6,23,2100489.79,845252.21,1542561.09,1042620.6325000003,716133.2993248827
27,2010-06-11,1873812.93,0,68.9,2.972,136.2874263,8.058,2010,6,23,540716.58,2100489.79,684023.95,1340067.8775000002,763092.4600371795
31,2010-06-11,1377092.33,0,83.51,2.668,211.1120018,8.2,2010,6,23,1873812.93,540716.58,845252.21,1473027.9075000002,691072.860284604
44,2010-06-11,296818.2,0,65.24,2.841,126.1119032,7.972,2010,6,23,1377092.33,1873812.93,2100489.79,1022110.0100000002,732392.917212555
34,2010-06-11,954681.56,0,80.84,2.668,126.1119032,9.593,2010,6,23,296818.2,1377092.33,540716.58,1125601.2550000001,668122.5850109108
25,2010-06-11,737163.2,0,63.68,2.809,204.6679198,7.856,2010,6,23,954681.56,296818.2,1873812.93,841438.8225000002,449901.33199536084
11,2010-06-11,1339570.85,0,82.81,2.668,214.787913,7.343,2010,6,23,737163.2,954681.56,1377092.33,832058.4525000002,435159.93111822713
8,2010-06-11,914835.86,0,82.21,2.668,214.834529,6.29,2010,6,23,1339570.85,737163.2,296818.2,986562.8675000002,253624.40158013572
32,2010-06-11,1192074.09,0,70.86,2.684,189.4000734,8.963,2010,6,23,914835.86,1339570.85,954681.56,1045911.0000000003,270866.29709829745
22,2010-06-11,1061196.47,0,65.01,2.83,136.2874263,8.348,2010,6,23,1192074.09,914835.86,737163.2,1126919.3175000004,181443.01610770746
9,2010-06-11,522715.68,0,83.75,2.668,215.0187191,6.384,2010,6,23,1061196.47,1192074.09,1339570.85,922705.5250000003,289708.4588498642
41,2010-06-11,1217199.39,0,63.36,2.684,189.4000734,7.363,2010,6,23,522715.68,1061196.47,914835.86,998296.4075000002,324346.39518802497
21,2010-06-11,784305.55,0,83.51,2.668,211.1120018,8.2,2010,6,23,1217199.39,522715.68,1192074.09,896354.2725000002,306743.787505405
40,2010-06-11,1007574.67,0,59.42,2.83,132.4357419,5.435,2010,6,23,784305.55,1217199.39,1061196.47,882948.8225000002,298190.9097117162
42,2010-06-11,607218.6,0,89.67,3.057,126.1119032,9.524,2010,6,23,1007574.67,784305.55,522715.68,904074.5525000002,265347.2622033529
26,2010-06-11,1073862.59,0,51.62,2.83,132.4357419,8.512,2010,6,23,607218.6,1007574.67,1217199.39,868240.3525000003,213597.72387721864
39,2010-06-11,1371405.33,0,81.78,2.668,210.2135668,8.464,2010,6,23,1073862.59,607218.6,784305.55,1015015.2975000003,314552.7875833836
18,2010-06-11,1173521.82,0,64.08,2.83,132.4357419,9.269,2010,6,23,1371405.33,1073862.59,1007574.67,1056502.0850000004,324044.60038632515
15,2010-06-11,619337.29,0,61.04,2.972,132.4357419,8.185,2010,6,23,1173521.82,1371405.33,607218.6,1059531.7575000003,318452.19502588717
45,2010-06-11,794698.77,0,69.71,2.809,182.4315571,8.899,2010,6,23,619337.29,1173521.82,1073862.59,989740.8025000003,343842.7113566136
6,2010-06-11,1685652.35,0,81.81,2.668,212.9835992,7.092,2010,6,23,794698.77,619337.29,1371405.33,1068302.5575,472094.87162946654
5,2010-06-11,296641.91,0,80.7,2.668,212.0142605,6.465,2010,6,23,1685652.35,794698.77,1173521.82,849082.5800000003,594637.1921923499
7,2010-06-11,498580.87,0,63.59,2.684,189.4000734,8.963,2010,6,23,296641.91,1685652.35,619337.29,818893.4750000002,612971.7756439094
13,2010-06-11,2037880.96,0,65.24,2.841,126.1119032,8.107,2010,6,23,498580.87,296641.91,794698.77,1129689.0225000002,861427.6538904132
33,2010-06-11,310800.79,0,93.52,3.057,126.1119032,9.849,2010,6,23,2037880.96,498580.87,1685652.35,785976.1325000002,839662.8929625914
2,2010-06-11,2025538.76,0,83.4,2.668,211.1120018,8.2,2010,6,23,310800.79,2037880.96,296641.91,1218200.3450000002,942496.2896752715
35,2010-06-18,1198025.76,0,70.0,2.78,136.3243393,9.051,2010,6,24,2025538.76,310800.79,498580.87,1393061.5675000001,821613.6165495362
40,2010-06-18,973105.3,0,60.97,2.805,132.4733333,5.435,2010,6,24,1198025.76,2025538.76,2037880.96,1126867.6525000003,707644.2658179753
4,2010-06-18,1929736.35,0,81.53,2.635,126.114,7.896,2010,6,24,973105.3,1198025.76,310800.79,1531601.5425000002,524619.2763429497
19,2010-06-18,1457314.39,0,66.25,2.942,132.4733333,8.185,2010,6,24,1929736.35,973105.3,2025538.76,1389545.4500000002,410893.7526341188
8,2010-06-18,869922.56,0,78.79,2.637,214.8324452,6.29,2010,6,24,1457314.39,1929736.35,1198025.76,1307519.6500000004,487482.0531920269
24,2010-06-18,1354168.18,0,67.17,2.942,132.4733333,8.211,2010,6,24,869922.56,1457314.39,973105.3,1402785.37,434724.87651759153
43,2010-06-18,700009.77,0,84.9,2.637,203.370619,9.593,2010,6,24,1354168.18,869922.56,1929736.35,1095353.725,367476.30219851655
10,2010-06-18,1837636.24,0,83.49,2.935,126.114,9.524,2010,6,24,700009.77,1354168.18,1457314.39,1190434.1875000002,512810.27346154454
42,2010-06-18,529418.64,0,83.49,2.935,126.114,9.524,2010,6,24,1837636.24,700009.77,869922.56,1105308.2075000003,603918.1099269718
13,2010-06-18,2003435.31,0,58.41,2.819,126.114,8.107,2010,6,24,529418.64,1837636.24,1354168.18,1267624.9900000002,760145.8862834666
11,2010-06-18,1336522.92,0,84.13,2.637,214.7858259,7.343,2010,6,24,2003435.31,529418.64,700009.77,1426753.2775000003,662001.4966128434
9,2010-06-18,513073.87,0,82.99,2.637,215.0166484,6.384,2010,6,24,1336522.92,2003435.31,1837636.24,1095612.6850000003,716962.7669004648
15,2010-06-18,652329.53,0,65.83,2.942,132.4733333,8.185,2010,6,24,513073.87,1336522.92,529418.64,1126340.4075000002,686598.9403229646
28,2010-06-18,1267619.06,0,81.06,3.043,126.114,14.099,2010,6,24,652329.53,513073.87,2003435.31,942386.3450000002,420143.6721636908
26,2010-06-18,1001286.67,0,53.62,2.805,132.4733333,8.512,2010,6,24,1267619.06,652329.53,1336522.92,858577.2825000002,341365.8294173733
6,2010-06-18,1677248.24,0,83.89,2.637,212.9813843,7.092,2010,6,24,1001286.67,1267619.06,513073.87,1149620.8750000002,432672.28789813723
41,2010-06-18,1202963.06,0,54.9,2.674,189.4185259,7.363,2010,6,24,1677248.24,1001286.67,652329.53,1287279.2575000003,283644.9141348052
34,2010-06-18,941612.04,0,73.48,2.635,126.114,9.593,2010,6,24,1202963.06,1677248.24,1267619.06,1205777.5025000004,333612.78430727526
30,2010-06-18,447727.52,0,86.18,2.637,211.1096543,8.2,2010,6,24,941612.04,1202963.06,1001286.67,1067387.7150000003,513195.4831622114
23,2010-06-18,1507708.93,0,60.29,2.805,132.4733333,5.435,2010,6,24,447727.52,941612.04,1677248.24,1025002.8875000002,449027.03327352466
25,2010-06-18,780444.94,0,69.56,2.78,204.670036,7.856,2010,6,24,1507708.93,447727.52,1202963.06,919373.3575000002,442863.48765293736
38,2010-06-18,335691.85,0,81.06,3.043,126.114,14.099,2010,6,24,780444.94,1507708.93,941612.04,767893.3100000002,528137.9018539572
17,2010-06-18,877996.27,0,54.94,2.819,126.114,6.635,2010,6,24,335691.85,780444.94,447727.52,875460.4975000002,483088.211245074
14,2010-06-18,2248645.59,0,72.62,2.78,182.4424199,8.899,2010,6,24,877996.27,335691.85,1507708.93,1060694.6625,826392.7826936434
45,2010-06-18,815130.5,0,72.62,2.78,182.4424199,8.899,2010,6,24,2248645.59,877996.27,780444.94,1069366.0525000002,822645.3615804119
16,2010-06-18,540149.85,0,52.4,2.674,189.4185259,6.842,2010,6,24,815130.5,2248645.59,335691.85,1120480.5525,766284.8377991936
32,2010-06-18,1150191.72,0,60.94,2.674,189.4185259,8.963,2010,6,24,540149.85,815130.5,877996.27,1188529.415,749475.1259797988
3,2010-06-18,364076.85,0,83.52,2.637,214.7858259,7.343,2010,6,24,1150191.72,540149.85,2248645.59,717387.2300000001,343081.519408758
36,2010-06-18,485694.72,0,84.37,2.572,210.2108417,8.464,2010,6,24,364076.85,1150191.72,815130.5,635028.285,351240.88408252556
7,2010-06-18,481144.09,0,52.7,2.674,189.4185259,8.963,2010,6,24,485694.72,364076.85,540149.85,620276.8450000001,357732.90039156174
21,2010-06-18,785104.29,0,86.18,2.637,211.1096543,8.2,2010,6,24,481144.09,485694.72,1150191.72,529004.9875,179772.6231110102
37,2010-06-18,505761.62,0,84.37,2.637,210.2108417,8.464,2010,6,24,785104.29,481144.09,364076.85,564426.18,147506.95818804874
22,2010-06-18,1052895.25,0,67.13,2.805,136.3243393,8.348,2010,6,24,505761.62,785104.29,485694.72,706226.3125000001,269102.94646382256
44,2010-06-18,293481.36,0,58.41,2.819,126.114,7.972,2010,6,24,1052895.25,505761.62,481144.09,659310.63,330727.1036456181
33,2010-06-18,272399.08,0,87.69,2.935,126.114,9.849,2010,6,24,293481.36,1052895.25,785104.29,531134.3275000001,363456.13939620525
5,2010-06-18,313795.6,0,83.91,2.637,212.0119769,6.465,2010,6,24,272399.08,293481.36,505761.62,483142.82250000007,380210.7774078131
2,2010-06-18,2001636.96,0,85.81,2.637,211.1096543,8.2,2010,6,24,313795.6,272399.08,1052895.25,720328.25,854372.9893275441
1,2010-06-18,1503284.06,0,84.11,2.637,211.4537719,7.808,2010,6,24,2001636.96,313795.6,293481.36,1022778.925,866943.9628864347
20,2010-06-18,2091903.63,0,72.62,2.78,204.670036,7.856,2010,6,24,1503284.06,2001636.96,272399.08,1477655.0625,817941.3233941126
29,2010-06-18,558731.74,0,67.13,2.805,132.4733333,10.16,2010,6,24,2091903.63,1503284.06,313795.6,1538889.0975000001,702836.3540116721
31,2010-06-18,1368090.08,0,86.18,2.637,211.1096543,8.2,2010,6,24,558731.74,2091903.63,2001636.96,1380502.3775,631566.3410396085
12,2010-06-18,956211.2,0,81.06,3.043,126.114,14.099,2010,6,24,1368090.08,558731.74,1503284.06,1243734.1625,654918.2169330103
27,2010-06-18,1887182.27,0,70.0,2.942,136.3243393,8.058,2010,6,24,956211.2,1368090.08,2091903.63,1192553.8225,568890.7116040764
18,2010-06-18,1183225.92,0,65.96,2.805,132.4733333,9.269,2010,6,24,1887182.27,956211.2,558731.74,1348677.3675,396555.2746402949
39,2010-06-18,1368312.45,0,83.96,2.637,210.2108417,8.464,2010,6,24,1183225.92,1887182.27,1368090.08,1348732.96,396558.9187965176
24,2010-06-25,1399073.75,0,74.9,2.958,132.4976,8.211,2010,6,25,1368312.45,1183225.92,956211.2,1459448.5975000001,300669.2433818198
7,2010-06-25,553714.87,0,59.94,2.715,189.4533931,8.963,2010,6,25,1399073.75,1368312.45,1887182.27,1126081.7475,393306.3460681384
